"power" "noise" "n_loess" "method"
0.328 7 88 "Hoeff"
0.184 8 88 "Hoeff"
0.186 9 88 "Hoeff"
0.122 10 88 "Hoeff"
1 1 89 "Hoeff"
0.994 2 89 "Hoeff"
0.666 3 89 "Hoeff"
0.296 4 89 "Hoeff"
0.238 5 89 "Hoeff"
0.156 6 89 "Hoeff"
0.122 7 89 "Hoeff"
0.106 8 89 "Hoeff"
0.062 9 89 "Hoeff"
0.066 10 89 "Hoeff"
1 1 90 "Hoeff"
1 2 90 "Hoeff"
0.994 3 90 "Hoeff"
0.888 4 90 "Hoeff"
0.61 5 90 "Hoeff"
0.418 6 90 "Hoeff"
0.306 7 90 "Hoeff"
0.276 8 90 "Hoeff"
0.186 9 90 "Hoeff"
0.154 10 90 "Hoeff"
1 1 91 "Hoeff"
1 2 91 "Hoeff"
1 3 91 "Hoeff"
1 4 91 "Hoeff"
0.992 5 91 "Hoeff"
0.942 6 91 "Hoeff"
0.838 7 91 "Hoeff"
0.714 8 91 "Hoeff"
0.62 9 91 "Hoeff"
0.504 10 91 "Hoeff"
1 1 92 "Hoeff"
0.972 2 92 "Hoeff"
0.362 3 92 "Hoeff"
0.118 4 92 "Hoeff"
0.088 5 92 "Hoeff"
0.082 6 92 "Hoeff"
0.096 7 92 "Hoeff"
0.05 8 92 "Hoeff"
0.068 9 92 "Hoeff"
0.05 10 92 "Hoeff"
1 1 93 "Hoeff"
1 2 93 "Hoeff"
0.906 3 93 "Hoeff"
0.52 4 93 "Hoeff"
0.334 5 93 "Hoeff"
0.24 6 93 "Hoeff"
0.172 7 93 "Hoeff"
0.116 8 93 "Hoeff"
0.086 9 93 "Hoeff"
0.098 10 93 "Hoeff"
1 1 94 "Hoeff"
1 2 94 "Hoeff"
0.958 3 94 "Hoeff"
0.69 4 94 "Hoeff"
0.398 5 94 "Hoeff"
0.232 6 94 "Hoeff"
0.172 7 94 "Hoeff"
0.156 8 94 "Hoeff"
0.108 9 94 "Hoeff"
0.128 10 94 "Hoeff"
1 1 95 "Hoeff"
1 2 95 "Hoeff"
1 3 95 "Hoeff"
0.998 4 95 "Hoeff"
0.978 5 95 "Hoeff"
0.854 6 95 "Hoeff"
0.72 7 95 "Hoeff"
0.556 8 95 "Hoeff"
0.484 9 95 "Hoeff"
0.362 10 95 "Hoeff"
1 1 96 "Hoeff"
1 2 96 "Hoeff"
0.77 3 96 "Hoeff"
0.424 4 96 "Hoeff"
0.244 5 96 "Hoeff"
0.17 6 96 "Hoeff"
0.13 7 96 "Hoeff"
0.09 8 96 "Hoeff"
0.092 9 96 "Hoeff"
0.102 10 96 "Hoeff"
1 1 97 "Hoeff"
1 2 97 "Hoeff"
1 3 97 "Hoeff"
0.996 4 97 "Hoeff"
0.868 5 97 "Hoeff"
0.506 6 97 "Hoeff"
0.426 7 97 "Hoeff"
0.226 8 97 "Hoeff"
0.182 9 97 "Hoeff"
0.16 10 97 "Hoeff"
1 1 98 "Hoeff"
0.968 2 98 "Hoeff"
0.374 3 98 "Hoeff"
0.142 4 98 "Hoeff"
0.088 5 98 "Hoeff"
0.08 6 98 "Hoeff"
0.066 7 98 "Hoeff"
0.056 8 98 "Hoeff"
0.056 9 98 "Hoeff"
0.08 10 98 "Hoeff"
1 1 99 "Hoeff"
1 2 99 "Hoeff"
1 3 99 "Hoeff"
0.992 4 99 "Hoeff"
0.91 5 99 "Hoeff"
0.752 6 99 "Hoeff"
0.634 7 99 "Hoeff"
0.478 8 99 "Hoeff"
0.388 9 99 "Hoeff"
0.274 10 99 "Hoeff"
1 1 100 "Hoeff"
1 2 100 "Hoeff"
1 3 100 "Hoeff"
0.946 4 100 "Hoeff"
0.808 5 100 "Hoeff"
0.622 6 100 "Hoeff"
0.42 7 100 "Hoeff"
0.282 8 100 "Hoeff"
0.306 9 100 "Hoeff"
0.24 10 100 "Hoeff"
1 1 1 "RHoeff"
0.482 2 1 "RHoeff"
0.164 3 1 "RHoeff"
0.038 4 1 "RHoeff"
0.058 5 1 "RHoeff"
0.042 6 1 "RHoeff"
0.054 7 1 "RHoeff"
0.058 8 1 "RHoeff"
0.056 9 1 "RHoeff"
0.044 10 1 "RHoeff"
1 1 2 "RHoeff"
0.812 2 2 "RHoeff"
0.23 3 2 "RHoeff"
0.118 4 2 "RHoeff"
0.09 5 2 "RHoeff"
0.06 6 2 "RHoeff"
0.074 7 2 "RHoeff"
0.048 8 2 "RHoeff"
0.044 9 2 "RHoeff"
0.054 10 2 "RHoeff"
1 1 3 "RHoeff"
1 2 3 "RHoeff"
1 3 3 "RHoeff"
1 4 3 "RHoeff"
1 5 3 "RHoeff"
1 6 3 "RHoeff"
0.984 7 3 "RHoeff"
0.964 8 3 "RHoeff"
0.894 9 3 "RHoeff"
0.79 10 3 "RHoeff"
1 1 4 "RHoeff"
1 2 4 "RHoeff"
0.998 3 4 "RHoeff"
0.924 4 4 "RHoeff"
0.752 5 4 "RHoeff"
0.476 6 4 "RHoeff"
0.44 7 4 "RHoeff"
0.244 8 4 "RHoeff"
0.21 9 4 "RHoeff"
0.208 10 4 "RHoeff"
1 1 5 "RHoeff"
1 2 5 "RHoeff"
1 3 5 "RHoeff"
1 4 5 "RHoeff"
1 5 5 "RHoeff"
0.998 6 5 "RHoeff"
0.968 7 5 "RHoeff"
0.906 8 5 "RHoeff"
0.81 9 5 "RHoeff"
0.736 10 5 "RHoeff"
1 1 6 "RHoeff"
1 2 6 "RHoeff"
1 3 6 "RHoeff"
1 4 6 "RHoeff"
0.984 5 6 "RHoeff"
0.898 6 6 "RHoeff"
0.766 7 6 "RHoeff"
0.634 8 6 "RHoeff"
0.546 9 6 "RHoeff"
0.426 10 6 "RHoeff"
1 1 7 "RHoeff"
1 2 7 "RHoeff"
1 3 7 "RHoeff"
1 4 7 "RHoeff"
0.994 5 7 "RHoeff"
0.948 6 7 "RHoeff"
0.822 7 7 "RHoeff"
0.7 8 7 "RHoeff"
0.622 9 7 "RHoeff"
0.528 10 7 "RHoeff"
1 1 8 "RHoeff"
1 2 8 "RHoeff"
0.998 3 8 "RHoeff"
0.92 4 8 "RHoeff"
0.79 5 8 "RHoeff"
0.558 6 8 "RHoeff"
0.422 7 8 "RHoeff"
0.334 8 8 "RHoeff"
0.234 9 8 "RHoeff"
0.204 10 8 "RHoeff"
1 1 9 "RHoeff"
1 2 9 "RHoeff"
1 3 9 "RHoeff"
1 4 9 "RHoeff"
1 5 9 "RHoeff"
1 6 9 "RHoeff"
0.974 7 9 "RHoeff"
0.962 8 9 "RHoeff"
0.908 9 9 "RHoeff"
0.77 10 9 "RHoeff"
1 1 10 "RHoeff"
1 2 10 "RHoeff"
1 3 10 "RHoeff"
0.988 4 10 "RHoeff"
0.838 5 10 "RHoeff"
0.72 6 10 "RHoeff"
0.498 7 10 "RHoeff"
0.428 8 10 "RHoeff"
0.304 9 10 "RHoeff"
0.282 10 10 "RHoeff"
1 1 11 "RHoeff"
1 2 11 "RHoeff"
0.82 3 11 "RHoeff"
0.486 4 11 "RHoeff"
0.288 5 11 "RHoeff"
0.21 6 11 "RHoeff"
0.158 7 11 "RHoeff"
0.152 8 11 "RHoeff"
0.166 9 11 "RHoeff"
0.126 10 11 "RHoeff"
1 1 12 "RHoeff"
1 2 12 "RHoeff"
1 3 12 "RHoeff"
0.948 4 12 "RHoeff"
0.756 5 12 "RHoeff"
0.576 6 12 "RHoeff"
0.33 7 12 "RHoeff"
0.366 8 12 "RHoeff"
0.212 9 12 "RHoeff"
0.184 10 12 "RHoeff"
1 1 13 "RHoeff"
1 2 13 "RHoeff"
1 3 13 "RHoeff"
1 4 13 "RHoeff"
1 5 13 "RHoeff"
0.998 6 13 "RHoeff"
0.988 7 13 "RHoeff"
0.964 8 13 "RHoeff"
0.824 9 13 "RHoeff"
0.722 10 13 "RHoeff"
1 1 14 "RHoeff"
1 2 14 "RHoeff"
1 3 14 "RHoeff"
0.966 4 14 "RHoeff"
0.75 5 14 "RHoeff"
0.474 6 14 "RHoeff"
0.412 7 14 "RHoeff"
0.364 8 14 "RHoeff"
0.274 9 14 "RHoeff"
0.244 10 14 "RHoeff"
1 1 15 "RHoeff"
1 2 15 "RHoeff"
0.99 3 15 "RHoeff"
0.778 4 15 "RHoeff"
0.616 5 15 "RHoeff"
0.426 6 15 "RHoeff"
0.33 7 15 "RHoeff"
0.246 8 15 "RHoeff"
0.24 9 15 "RHoeff"
0.152 10 15 "RHoeff"
1 1 16 "RHoeff"
1 2 16 "RHoeff"
0.974 3 16 "RHoeff"
0.656 4 16 "RHoeff"
0.456 5 16 "RHoeff"
0.28 6 16 "RHoeff"
0.202 7 16 "RHoeff"
0.146 8 16 "RHoeff"
0.138 9 16 "RHoeff"
0.108 10 16 "RHoeff"
1 1 17 "RHoeff"
1 2 17 "RHoeff"
1 3 17 "RHoeff"
1 4 17 "RHoeff"
1 5 17 "RHoeff"
1 6 17 "RHoeff"
0.998 7 17 "RHoeff"
0.982 8 17 "RHoeff"
0.93 9 17 "RHoeff"
0.842 10 17 "RHoeff"
1 1 18 "RHoeff"
1 2 18 "RHoeff"
1 3 18 "RHoeff"
1 4 18 "RHoeff"
1 5 18 "RHoeff"
0.946 6 18 "RHoeff"
0.86 7 18 "RHoeff"
0.696 8 18 "RHoeff"
0.508 9 18 "RHoeff"
0.484 10 18 "RHoeff"
1 1 19 "RHoeff"
1 2 19 "RHoeff"
1 3 19 "RHoeff"
0.998 4 19 "RHoeff"
0.896 5 19 "RHoeff"
0.686 6 19 "RHoeff"
0.466 7 19 "RHoeff"
0.338 8 19 "RHoeff"
0.306 9 19 "RHoeff"
0.198 10 19 "RHoeff"
1 1 20 "RHoeff"
1 2 20 "RHoeff"
0.996 3 20 "RHoeff"
0.924 4 20 "RHoeff"
0.7 5 20 "RHoeff"
0.484 6 20 "RHoeff"
0.376 7 20 "RHoeff"
0.276 8 20 "RHoeff"
0.236 9 20 "RHoeff"
0.156 10 20 "RHoeff"
1 1 21 "RHoeff"
1 2 21 "RHoeff"
1 3 21 "RHoeff"
1 4 21 "RHoeff"
0.994 5 21 "RHoeff"
0.96 6 21 "RHoeff"
0.854 7 21 "RHoeff"
0.778 8 21 "RHoeff"
0.654 9 21 "RHoeff"
0.53 10 21 "RHoeff"
1 1 22 "RHoeff"
1 2 22 "RHoeff"
1 3 22 "RHoeff"
1 4 22 "RHoeff"
0.952 5 22 "RHoeff"
0.818 6 22 "RHoeff"
0.656 7 22 "RHoeff"
0.58 8 22 "RHoeff"
0.364 9 22 "RHoeff"
0.398 10 22 "RHoeff"
1 1 23 "RHoeff"
1 2 23 "RHoeff"
0.996 3 23 "RHoeff"
0.892 4 23 "RHoeff"
0.618 5 23 "RHoeff"
0.55 6 23 "RHoeff"
0.378 7 23 "RHoeff"
0.282 8 23 "RHoeff"
0.206 9 23 "RHoeff"
0.214 10 23 "RHoeff"
1 1 24 "RHoeff"
1 2 24 "RHoeff"
1 3 24 "RHoeff"
1 4 24 "RHoeff"
0.986 5 24 "RHoeff"
0.882 6 24 "RHoeff"
0.82 7 24 "RHoeff"
0.692 8 24 "RHoeff"
0.606 9 24 "RHoeff"
0.408 10 24 "RHoeff"
1 1 25 "RHoeff"
1 2 25 "RHoeff"
1 3 25 "RHoeff"
0.998 4 25 "RHoeff"
0.964 5 25 "RHoeff"
0.82 6 25 "RHoeff"
0.666 7 25 "RHoeff"
0.582 8 25 "RHoeff"
0.41 9 25 "RHoeff"
0.38 10 25 "RHoeff"
1 1 26 "RHoeff"
0.998 2 26 "RHoeff"
0.806 3 26 "RHoeff"
0.484 4 26 "RHoeff"
0.272 5 26 "RHoeff"
0.216 6 26 "RHoeff"
0.148 7 26 "RHoeff"
0.17 8 26 "RHoeff"
0.108 9 26 "RHoeff"
0.09 10 26 "RHoeff"
1 1 27 "RHoeff"
1 2 27 "RHoeff"
1 3 27 "RHoeff"
1 4 27 "RHoeff"
0.996 5 27 "RHoeff"
0.95 6 27 "RHoeff"
0.908 7 27 "RHoeff"
0.782 8 27 "RHoeff"
0.696 9 27 "RHoeff"
0.566 10 27 "RHoeff"
1 1 28 "RHoeff"
1 2 28 "RHoeff"
1 3 28 "RHoeff"
1 4 28 "RHoeff"
1 5 28 "RHoeff"
0.99 6 28 "RHoeff"
0.946 7 28 "RHoeff"
0.862 8 28 "RHoeff"
0.798 9 28 "RHoeff"
0.662 10 28 "RHoeff"
1 1 29 "RHoeff"
1 2 29 "RHoeff"
1 3 29 "RHoeff"
0.996 4 29 "RHoeff"
0.95 5 29 "RHoeff"
0.788 6 29 "RHoeff"
0.642 7 29 "RHoeff"
0.498 8 29 "RHoeff"
0.468 9 29 "RHoeff"
0.336 10 29 "RHoeff"
1 1 30 "RHoeff"
0.996 2 30 "RHoeff"
0.902 3 30 "RHoeff"
0.598 4 30 "RHoeff"
0.392 5 30 "RHoeff"
0.228 6 30 "RHoeff"
0.266 7 30 "RHoeff"
0.188 8 30 "RHoeff"
0.138 9 30 "RHoeff"
0.082 10 30 "RHoeff"
1 1 31 "RHoeff"
1 2 31 "RHoeff"
0.942 3 31 "RHoeff"
0.63 4 31 "RHoeff"
0.38 5 31 "RHoeff"
0.234 6 31 "RHoeff"
0.166 7 31 "RHoeff"
0.194 8 31 "RHoeff"
0.138 9 31 "RHoeff"
0.086 10 31 "RHoeff"
1 1 32 "RHoeff"
1 2 32 "RHoeff"
1 3 32 "RHoeff"
0.954 4 32 "RHoeff"
0.796 5 32 "RHoeff"
0.596 6 32 "RHoeff"
0.404 7 32 "RHoeff"
0.334 8 32 "RHoeff"
0.198 9 32 "RHoeff"
0.176 10 32 "RHoeff"
1 1 33 "RHoeff"
1 2 33 "RHoeff"
1 3 33 "RHoeff"
0.998 4 33 "RHoeff"
0.888 5 33 "RHoeff"
0.65 6 33 "RHoeff"
0.55 7 33 "RHoeff"
0.392 8 33 "RHoeff"
0.298 9 33 "RHoeff"
0.306 10 33 "RHoeff"
1 1 34 "RHoeff"
1 2 34 "RHoeff"
1 3 34 "RHoeff"
1 4 34 "RHoeff"
1 5 34 "RHoeff"
1 6 34 "RHoeff"
0.996 7 34 "RHoeff"
0.996 8 34 "RHoeff"
0.97 9 34 "RHoeff"
0.944 10 34 "RHoeff"
1 1 35 "RHoeff"
1 2 35 "RHoeff"
0.86 3 35 "RHoeff"
0.532 4 35 "RHoeff"
0.312 5 35 "RHoeff"
0.18 6 35 "RHoeff"
0.146 7 35 "RHoeff"
0.122 8 35 "RHoeff"
0.122 9 35 "RHoeff"
0.102 10 35 "RHoeff"
1 1 36 "RHoeff"
0.242 2 36 "RHoeff"
0.118 3 36 "RHoeff"
0.042 4 36 "RHoeff"
0.076 5 36 "RHoeff"
0.066 6 36 "RHoeff"
0.056 7 36 "RHoeff"
0.062 8 36 "RHoeff"
0.052 9 36 "RHoeff"
0.062 10 36 "RHoeff"
1 1 37 "RHoeff"
1 2 37 "RHoeff"
1 3 37 "RHoeff"
1 4 37 "RHoeff"
1 5 37 "RHoeff"
1 6 37 "RHoeff"
1 7 37 "RHoeff"
1 8 37 "RHoeff"
0.996 9 37 "RHoeff"
0.98 10 37 "RHoeff"
1 1 38 "RHoeff"
1 2 38 "RHoeff"
0.986 3 38 "RHoeff"
0.694 4 38 "RHoeff"
0.464 5 38 "RHoeff"
0.344 6 38 "RHoeff"
0.22 7 38 "RHoeff"
0.182 8 38 "RHoeff"
0.128 9 38 "RHoeff"
0.108 10 38 "RHoeff"
1 1 39 "RHoeff"
1 2 39 "RHoeff"
1 3 39 "RHoeff"
0.954 4 39 "RHoeff"
0.726 5 39 "RHoeff"
0.58 6 39 "RHoeff"
0.444 7 39 "RHoeff"
0.308 8 39 "RHoeff"
0.28 9 39 "RHoeff"
0.226 10 39 "RHoeff"
1 1 40 "RHoeff"
0.974 2 40 "RHoeff"
0.616 3 40 "RHoeff"
0.26 4 40 "RHoeff"
0.11 5 40 "RHoeff"
0.156 6 40 "RHoeff"
0.128 7 40 "RHoeff"
0.088 8 40 "RHoeff"
0.09 9 40 "RHoeff"
0.07 10 40 "RHoeff"
1 1 41 "RHoeff"
1 2 41 "RHoeff"
1 3 41 "RHoeff"
1 4 41 "RHoeff"
0.992 5 41 "RHoeff"
0.926 6 41 "RHoeff"
0.846 7 41 "RHoeff"
0.684 8 41 "RHoeff"
0.624 9 41 "RHoeff"
0.42 10 41 "RHoeff"
1 1 42 "RHoeff"
1 2 42 "RHoeff"
1 3 42 "RHoeff"
1 4 42 "RHoeff"
0.988 5 42 "RHoeff"
0.942 6 42 "RHoeff"
0.87 7 42 "RHoeff"
0.73 8 42 "RHoeff"
0.568 9 42 "RHoeff"
0.458 10 42 "RHoeff"
1 1 43 "RHoeff"
1 2 43 "RHoeff"
0.998 3 43 "RHoeff"
0.94 4 43 "RHoeff"
0.674 5 43 "RHoeff"
0.622 6 43 "RHoeff"
0.38 7 43 "RHoeff"
0.32 8 43 "RHoeff"
0.27 9 43 "RHoeff"
0.198 10 43 "RHoeff"
1 1 44 "RHoeff"
1 2 44 "RHoeff"
0.998 3 44 "RHoeff"
0.938 4 44 "RHoeff"
0.816 5 44 "RHoeff"
0.578 6 44 "RHoeff"
0.426 7 44 "RHoeff"
0.358 8 44 "RHoeff"
0.268 9 44 "RHoeff"
0.24 10 44 "RHoeff"
1 1 45 "RHoeff"
1 2 45 "RHoeff"
1 3 45 "RHoeff"
0.998 4 45 "RHoeff"
0.942 5 45 "RHoeff"
0.774 6 45 "RHoeff"
0.704 7 45 "RHoeff"
0.538 8 45 "RHoeff"
0.366 9 45 "RHoeff"
0.364 10 45 "RHoeff"
1 1 46 "RHoeff"
1 2 46 "RHoeff"
1 3 46 "RHoeff"
1 4 46 "RHoeff"
1 5 46 "RHoeff"
0.998 6 46 "RHoeff"
0.958 7 46 "RHoeff"
0.912 8 46 "RHoeff"
0.856 9 46 "RHoeff"
0.732 10 46 "RHoeff"
1 1 47 "RHoeff"
1 2 47 "RHoeff"
1 3 47 "RHoeff"
1 4 47 "RHoeff"
1 5 47 "RHoeff"
1 6 47 "RHoeff"
0.988 7 47 "RHoeff"
0.942 8 47 "RHoeff"
0.826 9 47 "RHoeff"
0.756 10 47 "RHoeff"
1 1 48 "RHoeff"
1 2 48 "RHoeff"
0.964 3 48 "RHoeff"
0.676 4 48 "RHoeff"
0.424 5 48 "RHoeff"
0.258 6 48 "RHoeff"
0.17 7 48 "RHoeff"
0.162 8 48 "RHoeff"
0.112 9 48 "RHoeff"
0.098 10 48 "RHoeff"
1 1 49 "RHoeff"
1 2 49 "RHoeff"
1 3 49 "RHoeff"
1 4 49 "RHoeff"
1 5 49 "RHoeff"
1 6 49 "RHoeff"
0.996 7 49 "RHoeff"
0.972 8 49 "RHoeff"
0.922 9 49 "RHoeff"
0.858 10 49 "RHoeff"
1 1 50 "RHoeff"
1 2 50 "RHoeff"
0.87 3 50 "RHoeff"
0.526 4 50 "RHoeff"
0.314 5 50 "RHoeff"
0.24 6 50 "RHoeff"
0.198 7 50 "RHoeff"
0.166 8 50 "RHoeff"
0.146 9 50 "RHoeff"
0.098 10 50 "RHoeff"
1 1 51 "RHoeff"
1 2 51 "RHoeff"
1 3 51 "RHoeff"
1 4 51 "RHoeff"
1 5 51 "RHoeff"
1 6 51 "RHoeff"
1 7 51 "RHoeff"
1 8 51 "RHoeff"
0.982 9 51 "RHoeff"
0.97 10 51 "RHoeff"
1 1 52 "RHoeff"
1 2 52 "RHoeff"
1 3 52 "RHoeff"
0.998 4 52 "RHoeff"
0.922 5 52 "RHoeff"
0.764 6 52 "RHoeff"
0.654 7 52 "RHoeff"
0.538 8 52 "RHoeff"
0.45 9 52 "RHoeff"
0.274 10 52 "RHoeff"
1 1 53 "RHoeff"
1 2 53 "RHoeff"
0.998 3 53 "RHoeff"
0.928 4 53 "RHoeff"
0.678 5 53 "RHoeff"
0.506 6 53 "RHoeff"
0.384 7 53 "RHoeff"
0.216 8 53 "RHoeff"
0.176 9 53 "RHoeff"
0.206 10 53 "RHoeff"
1 1 54 "RHoeff"
1 2 54 "RHoeff"
1 3 54 "RHoeff"
0.966 4 54 "RHoeff"
0.876 5 54 "RHoeff"
0.616 6 54 "RHoeff"
0.414 7 54 "RHoeff"
0.332 8 54 "RHoeff"
0.248 9 54 "RHoeff"
0.196 10 54 "RHoeff"
1 1 55 "RHoeff"
0.996 2 55 "RHoeff"
0.722 3 55 "RHoeff"
0.376 4 55 "RHoeff"
0.254 5 55 "RHoeff"
0.15 6 55 "RHoeff"
0.132 7 55 "RHoeff"
0.072 8 55 "RHoeff"
0.098 9 55 "RHoeff"
0.092 10 55 "RHoeff"
1 1 56 "RHoeff"
1 2 56 "RHoeff"
1 3 56 "RHoeff"
1 4 56 "RHoeff"
0.996 5 56 "RHoeff"
0.908 6 56 "RHoeff"
0.81 7 56 "RHoeff"
0.652 8 56 "RHoeff"
0.578 9 56 "RHoeff"
0.412 10 56 "RHoeff"
1 1 57 "RHoeff"
1 2 57 "RHoeff"
1 3 57 "RHoeff"
0.974 4 57 "RHoeff"
0.896 5 57 "RHoeff"
0.72 6 57 "RHoeff"
0.472 7 57 "RHoeff"
0.442 8 57 "RHoeff"
0.356 9 57 "RHoeff"
0.32 10 57 "RHoeff"
1 1 58 "RHoeff"
1 2 58 "RHoeff"
1 3 58 "RHoeff"
0.974 4 58 "RHoeff"
0.852 5 58 "RHoeff"
0.702 6 58 "RHoeff"
0.538 7 58 "RHoeff"
0.37 8 58 "RHoeff"
0.37 9 58 "RHoeff"
0.256 10 58 "RHoeff"
1 1 59 "RHoeff"
1 2 59 "RHoeff"
1 3 59 "RHoeff"
1 4 59 "RHoeff"
0.968 5 59 "RHoeff"
0.842 6 59 "RHoeff"
0.682 7 59 "RHoeff"
0.594 8 59 "RHoeff"
0.558 9 59 "RHoeff"
0.424 10 59 "RHoeff"
1 1 60 "RHoeff"
1 2 60 "RHoeff"
1 3 60 "RHoeff"
0.928 4 60 "RHoeff"
0.796 5 60 "RHoeff"
0.62 6 60 "RHoeff"
0.504 7 60 "RHoeff"
0.304 8 60 "RHoeff"
0.204 9 60 "RHoeff"
0.172 10 60 "RHoeff"
1 1 61 "RHoeff"
1 2 61 "RHoeff"
1 3 61 "RHoeff"
1 4 61 "RHoeff"
1 5 61 "RHoeff"
1 6 61 "RHoeff"
0.99 7 61 "RHoeff"
0.98 8 61 "RHoeff"
0.932 9 61 "RHoeff"
0.812 10 61 "RHoeff"
1 1 62 "RHoeff"
0.994 2 62 "RHoeff"
0.666 3 62 "RHoeff"
0.336 4 62 "RHoeff"
0.198 5 62 "RHoeff"
0.17 6 62 "RHoeff"
0.124 7 62 "RHoeff"
0.13 8 62 "RHoeff"
0.09 9 62 "RHoeff"
0.052 10 62 "RHoeff"
1 1 63 "RHoeff"
1 2 63 "RHoeff"
1 3 63 "RHoeff"
1 4 63 "RHoeff"
0.98 5 63 "RHoeff"
0.874 6 63 "RHoeff"
0.744 7 63 "RHoeff"
0.592 8 63 "RHoeff"
0.552 9 63 "RHoeff"
0.404 10 63 "RHoeff"
1 1 64 "RHoeff"
1 2 64 "RHoeff"
1 3 64 "RHoeff"
1 4 64 "RHoeff"
1 5 64 "RHoeff"
0.976 6 64 "RHoeff"
0.914 7 64 "RHoeff"
0.816 8 64 "RHoeff"
0.718 9 64 "RHoeff"
0.584 10 64 "RHoeff"
1 1 65 "RHoeff"
1 2 65 "RHoeff"
0.896 3 65 "RHoeff"
0.536 4 65 "RHoeff"
0.364 5 65 "RHoeff"
0.23 6 65 "RHoeff"
0.178 7 65 "RHoeff"
0.132 8 65 "RHoeff"
0.06 9 65 "RHoeff"
0.108 10 65 "RHoeff"
1 1 66 "RHoeff"
1 2 66 "RHoeff"
1 3 66 "RHoeff"
0.936 4 66 "RHoeff"
0.732 5 66 "RHoeff"
0.534 6 66 "RHoeff"
0.36 7 66 "RHoeff"
0.308 8 66 "RHoeff"
0.282 9 66 "RHoeff"
0.23 10 66 "RHoeff"
1 1 67 "RHoeff"
1 2 67 "RHoeff"
0.972 3 67 "RHoeff"
0.516 4 67 "RHoeff"
0.264 5 67 "RHoeff"
0.224 6 67 "RHoeff"
0.124 7 67 "RHoeff"
0.122 8 67 "RHoeff"
0.132 9 67 "RHoeff"
0.07 10 67 "RHoeff"
1 1 68 "RHoeff"
1 2 68 "RHoeff"
1 3 68 "RHoeff"
1 4 68 "RHoeff"
1 5 68 "RHoeff"
1 6 68 "RHoeff"
1 7 68 "RHoeff"
0.986 8 68 "RHoeff"
0.952 9 68 "RHoeff"
0.892 10 68 "RHoeff"
1 1 69 "RHoeff"
1 2 69 "RHoeff"
0.992 3 69 "RHoeff"
0.92 4 69 "RHoeff"
0.63 5 69 "RHoeff"
0.506 6 69 "RHoeff"
0.342 7 69 "RHoeff"
0.256 8 69 "RHoeff"
0.25 9 69 "RHoeff"
0.238 10 69 "RHoeff"
1 1 70 "RHoeff"
1 2 70 "RHoeff"
1 3 70 "RHoeff"
1 4 70 "RHoeff"
1 5 70 "RHoeff"
0.998 6 70 "RHoeff"
0.962 7 70 "RHoeff"
0.894 8 70 "RHoeff"
0.806 9 70 "RHoeff"
0.584 10 70 "RHoeff"
1 1 71 "RHoeff"
1 2 71 "RHoeff"
1 3 71 "RHoeff"
0.996 4 71 "RHoeff"
0.952 5 71 "RHoeff"
0.85 6 71 "RHoeff"
0.588 7 71 "RHoeff"
0.512 8 71 "RHoeff"
0.424 9 71 "RHoeff"
0.394 10 71 "RHoeff"
1 1 72 "RHoeff"
1 2 72 "RHoeff"
1 3 72 "RHoeff"
1 4 72 "RHoeff"
0.992 5 72 "RHoeff"
0.932 6 72 "RHoeff"
0.858 7 72 "RHoeff"
0.616 8 72 "RHoeff"
0.534 9 72 "RHoeff"
0.424 10 72 "RHoeff"
1 1 73 "RHoeff"
1 2 73 "RHoeff"
1 3 73 "RHoeff"
1 4 73 "RHoeff"
1 5 73 "RHoeff"
0.998 6 73 "RHoeff"
0.978 7 73 "RHoeff"
0.914 8 73 "RHoeff"
0.84 9 73 "RHoeff"
0.756 10 73 "RHoeff"
1 1 74 "RHoeff"
1 2 74 "RHoeff"
0.888 3 74 "RHoeff"
0.632 4 74 "RHoeff"
0.402 5 74 "RHoeff"
0.248 6 74 "RHoeff"
0.182 7 74 "RHoeff"
0.184 8 74 "RHoeff"
0.134 9 74 "RHoeff"
0.118 10 74 "RHoeff"
1 1 75 "RHoeff"
1 2 75 "RHoeff"
1 3 75 "RHoeff"
1 4 75 "RHoeff"
1 5 75 "RHoeff"
0.974 6 75 "RHoeff"
0.894 7 75 "RHoeff"
0.814 8 75 "RHoeff"
0.628 9 75 "RHoeff"
0.574 10 75 "RHoeff"
1 1 76 "RHoeff"
1 2 76 "RHoeff"
1 3 76 "RHoeff"
1 4 76 "RHoeff"
0.99 5 76 "RHoeff"
0.942 6 76 "RHoeff"
0.8 7 76 "RHoeff"
0.678 8 76 "RHoeff"
0.544 9 76 "RHoeff"
0.434 10 76 "RHoeff"
1 1 77 "RHoeff"
0.946 2 77 "RHoeff"
0.416 3 77 "RHoeff"
0.276 4 77 "RHoeff"
0.148 5 77 "RHoeff"
0.1 6 77 "RHoeff"
0.132 7 77 "RHoeff"
0.084 8 77 "RHoeff"
0.068 9 77 "RHoeff"
0.036 10 77 "RHoeff"
1 1 78 "RHoeff"
1 2 78 "RHoeff"
1 3 78 "RHoeff"
0.922 4 78 "RHoeff"
0.74 5 78 "RHoeff"
0.532 6 78 "RHoeff"
0.346 7 78 "RHoeff"
0.32 8 78 "RHoeff"
0.206 9 78 "RHoeff"
0.24 10 78 "RHoeff"
1 1 79 "RHoeff"
1 2 79 "RHoeff"
1 3 79 "RHoeff"
0.998 4 79 "RHoeff"
0.994 5 79 "RHoeff"
0.956 6 79 "RHoeff"
